glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref,taxon_id
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/article/29/9/625/5506440,9913
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/article/29/9/625/5506440,9913
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/article/29/9/625/5506440,9913
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/article/29/9/625/5506440,9913
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
Neu5Gc(a2-6)Gal(b1-4)GlcNAc-ol,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11242449/,9913
Neu5Gc(a2-6)GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/40256550/,9913
Neu5Gc(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/24635885/,9913
Neu5Gc(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/3029046/,9913
Neu5Gc(a2-8)Neu5Ac(a2-3)Gal(b1-?)Gal(?1-3/4/6)Gal(b1-4)Glc-ol,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/,9913
Neu5Gc(a2-8)Neu5Ac(a2-3)[Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/6654859/,9913
Neu5Gc(a2-8)Neu5Ac(a2-3)[Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(b1-4)]Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8737242/,9913
Neu5Gc(a2-8)Neu5Ac(a2-6)[Gal(b1-3)]GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-8)Neu5Gc(a2-3)Gal(b1-4)Glc-ol,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://glycostore.org/searchTaxon/BOS%20TAURUS,9913
Neu5Gc(a2-8)Neu5Gc(a2-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/3928606/,9913
Neu5Gc(a2-8)Neu5Gc(a2-3)[Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/6547584/,9913
Neu5Gc(a2-8)Neu5Gc(a2-6)[Gal(b1-3)]GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc8S(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/7308206/,9913
Neu5Gc8S(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/7271781/,9913
Xyl(?1-?)Glc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Xyl(?1-?)Xyl(?1-?)Glc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Xyl(a1-3)Glc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Xyl(a1-3)Xyl(a1-3)Glc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
{Fuc(a1-3/4)}GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{Gal(a1-3)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
{Gal(a1-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{Gal(a1-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{Gal(a1-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{Gal(a1-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{Gal(a1-3)}{Gal(a1-3)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
{Gal(a1-3)}{Gal(a1-3)}{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
{Gal(a1-3)}{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{Gal(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
{Gal(b1-4)GlcNAc(b1-2)}Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{Gal(b1-4)GlcNAc(b1-2/4)}Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
{Gal(b1-4)}GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
{Gal(b1-4)}GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{Gal(b1-4)}GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{Gal(b1-4)}{Gal(b1-4)}GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
{Gal(b1-4)}{Gal(b1-4)}GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{Gal(b1-4)}{Gal(b1-4)}GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{GlcNAc(b1-2/4)}Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
{Man(a1-2)}Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
{Man(a1-2)}Man(a1-2)Man(a1-3/6)[Man(a1-3/6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
{Man(a1-2)}Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35804766/,9913
{Man(a1-2)}{Man(a1-2)}Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{Man(a1-2)}{Man(a1-2)}Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35804766/,9913
{Man(a1-2)}{Man(a1-2)}{Man(a1-2)}Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35804766/,9913
{Man(a1-2/3/6)}Man(a1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
{Man(a1-2/3/6)}Man(a1-2)Man(a1-3/6)[Man(a1-3/6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
{Man(a1-2/3/6)}Man(a1-2/3/6)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
{Man(a1-2/3/6)}{Man(a1-2/3/6)}Man(a1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
{Man(a1-2/3/6)}{Man(a1-2/3/6)}Man(a1-2/3/6)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
{Man(a1-2/3/6)}{Man(a1-2/3/6)}{Man(a1-2/3/6)}Man(a1-2/3/6)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
{Man(a1-2/3/6)}{Man(a1-2/3/6)}{Man(a1-2/3/6)}{Man(a1-2/3/6)}Man(a1-2/3/6)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
{Man(a1-2/3/6)}{Man(a1-2/3/6)}{Man(a1-2/3/6)}{Man(a1-2/3/6)}{Man(a1-2/3/6)}Man(a1-2/3/6)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/24635885/,9913
{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
{Neu5Ac(a2-3/6)}Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35804766/,9913
{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,gwb,9913
{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/24635885/,9913
{Neu5Gc(a2-3)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36809004/,9913
Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bothrops_alcatraz,Bothrops,Viperidae,Squamata,Reptilia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S1535947620322143,320549
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bothrops_cotiara,Bothrops,Viperidae,Squamata,Reptilia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S1535947620322143,8727
Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bothrops_cotiara,Bothrops,Viperidae,Squamata,Reptilia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S1535947620322143,8727
Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bothrops_cotiara,Bothrops,Viperidae,Squamata,Reptilia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S1535947620322143,8727
Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bothrops_erythromelas,Bothrops,Viperidae,Squamata,Reptilia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S1535947620322143,44710
Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bothrops_insularis,Bothrops,Viperidae,Squamata,Reptilia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S1535947620322143,8723
GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bothrops_jararaca,Bothrops,Viperidae,Squamata,Reptilia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/21989267/,8724
Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bothrops_jararaca,Bothrops,Viperidae,Squamata,Reptilia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/pii/S1535947620322143,8724
